Order_ID,Customer_ID,Restaurant_ID,Rider_ID,Order_Date,Order_Time,City,Restaurant_Name,Cuisine,Order_Status,Payment_Method,Customer_Age,Gender,Distance_km,Delivery_Time_Min,Traffic_Level,Weather,Subtotal,Discount,Delivery_Fee,GST,Total_Amount,Profit,Customer_Rating,Review,Coupon_Code,Refund_Reason,Items_Count,Payment_Status,Peak_Hour,Weekend,Platform,Restaurant_Rating,Rider_Rating,Preparation_Time,Delivery_Type,Customer_Segment,Festival,Complaint_Type,Tip,Order_Time_Raw,Order_Month,Order_Day,Weekday,Hour,Time_Slot,Average_Order_Value,Profit_Margin_%,Delivery_Delay_Min,Delivery_Delay_Category,Revenue_Bucket,Customer_Age_Group
ORD02624,CUST3603,REST180,RID1359,2025-12-09,16:17:00,Mumbai,Restaurant 18,Burger,Delivered,Credit Card,47,Female,3.2,43,Low,Rain,206.47,10.32,50,9.81,255.96,60.19,2.0,Average,SAVE100,,3,Paid,No,No,Android,4.5,4.8,37,Express,Regular,No,,30,16:17,Dec,9,Tuesday,16,Afternoon,85.32000000000001,23.52,6,Slight Delay,Low Revenue,36-50
ORD02625,CUST6168,REST143,RID1636,2025-08-30,16:08:00,Bengaluru,Restaurant 24,Biryani,Delivered,Cash,19,Female,6.7,27,High,Cloudy,196.57,19.66,30,8.85,215.76,37.8,3.0,Average,SAVE100,,1,Paid,No,Yes,Android,3.9,4.6,15,Standard,Premium,No,,30,16:08,Aug,30,Saturday,16,Afternoon,215.76,17.52,12,Slight Delay,Low Revenue,18-25
ORD02626,CUST1564,REST121,RID1326,2025-05-17,11:22:00,Navi Mumbai,Restaurant 63,North Indian,Delivered,Credit Card,51,Female,1.1,73,Medium,Cloudy,1413.33,0.0,40,70.67,1524.0,316.34,,,,,3,Paid,No,Yes,Android,4.7,4.6,22,Standard,New,No,,30,11:22,May,17,Saturday,11,Morning,508.0,20.76,51,High Delay,Top Revenue,51+
ORD02627,CUST2107,REST177,RID1912,2025-07-11,09:48:00,Pune,Restaurant 87,Desserts,Delivered,Credit Card,36,Male,13.1,20,Medium,Cloudy,950.47,0.0,20,47.52,1017.99,241.12,,,,,3,Paid,No,No,iOS,4.8,4.3,13,Standard,New,No,,50,09:48,Jul,11,Friday,9,Morning,339.33,23.69,7,Slight Delay,High Revenue,36-50
ORD02628,CUST2069,REST117,RID1464,2025-04-08,09:23:00,Bengaluru,Restaurant 21,Pizza,Delivered,Debit Card,18,Male,11.9,56,Low,Cloudy,316.65,31.66,40,14.25,339.24,74.96,2.0,Excellent,FOOD10,,2,Paid,No,No,Android,4.8,4.5,30,Express,Premium,No,,0,09:23,Apr,8,Tuesday,9,Morning,169.62,22.1,26,High Delay,Low Revenue,18-25
ORD02629,CUST7060,REST124,RID1359,2025-02-14,15:16:00,Hyderabad,Restaurant 23,Pizza,Delivered,Cash,21,Male,13.5,33,Medium,Clear,636.09,0.0,50,31.8,717.89,178.35,3.0,Good,,,4,Paid,No,No,iOS,3.6,4.0,22,Standard,Premium,No,,0,15:16,Feb,14,Friday,15,Afternoon,179.4725,24.84,11,Slight Delay,Mid Revenue,18-25
ORD02630,CUST3699,REST144,RID1361,2025-09-13,20:15:00,Hyderabad,Restaurant 93,Biryani,Delivered,Wallet,55,Male,7.0,65,Low,Rain,425.9,63.88,40,18.1,420.12,96.25,2.0,Excellent,FOOD10,,5,Paid,Yes,Yes,iOS,4.8,4.2,36,Express,New,No,,50,20:15,Sep,13,Saturday,20,Evening,84.024,22.91,29,High Delay,Low Revenue,51+
ORD02631,CUST2844,REST137,RID1651,2025-01-21,08:48:00,Hyderabad,Restaurant 94,South Indian,Delivered,UPI,60,Female,2.6,71,High,Clear,396.69,0.0,50,19.83,466.52,73.58,3.0,Excellent,,,1,Paid,No,No,Android,4.2,4.3,15,Standard,New,No,,0,08:48,Jan,21,Tuesday,8,Morning,466.52,15.77,56,High Delay,Low Revenue,51+
ORD02632,CUST3196,REST113,RID1718,2025-01-04,11:25:00,Thane,Restaurant 14,Desserts,Delivered,Wallet,59,Female,15.0,49,High,Clear,673.62,0.0,20,33.68,727.3,122.66,3.0,Poor,,,3,Paid,No,Yes,Android,3.7,3.9,31,Standard,New,No,,10,11:25,Jan,4,Saturday,11,Morning,242.4333333333333,16.87,18,High Delay,Mid Revenue,51+
ORD02633,CUST5792,REST196,RID1181,2025-09-23,09:37:00,Thane,Restaurant 47,Pizza,Delivered,Wallet,57,Male,12.3,75,High,Clear,1141.41,171.21,50,48.51,1068.71,259.39,4.0,Good,FOOD10,,2,Paid,No,No,Android,3.7,4.5,26,Express,Premium,No,,50,09:37,Sep,23,Tuesday,9,Morning,534.355,24.27,49,High Delay,High Revenue,51+
ORD02634,CUST7582,REST104,RID1902,2025-07-06,08:34:00,Bengaluru,Restaurant 84,Desserts,Delivered,UPI,57,Male,3.3,42,Low,Rain,533.42,53.34,30,24.0,534.08,137.78,,,SAVE100,,3,Paid,No,Yes,Android,4.4,4.8,40,Standard,Regular,No,,0,08:34,Jul,6,Sunday,8,Morning,178.02666666666667,25.8,2,On Time,Mid Revenue,51+
ORD02635,CUST8663,REST130,RID1665,2025-01-15,12:57:00,Bengaluru,Restaurant 60,Biryani,Delivered,UPI,39,Female,10.2,65,High,Cloudy,1235.94,0.0,40,61.8,1337.74,377.14,5.0,Good,,,5,Paid,Yes,No,iOS,4.0,4.3,25,Express,Regular,Yes,,20,12:57,Jan,15,Wednesday,12,Afternoon,267.548,28.19,40,High Delay,Top Revenue,36-50
ORD02636,CUST2598,REST165,RID1209,2025-03-06,10:33:00,Thane,Restaurant 27,North Indian,Delivered,UPI,51,Female,13.4,75,Medium,Rain,1229.32,122.93,30,55.32,1191.71,250.4,5.0,Poor,FOOD10,,1,Paid,No,No,Android,4.6,4.4,27,Standard,Regular,No,,20,10:33,Mar,6,Thursday,10,Morning,1191.71,21.01,48,High Delay,Top Revenue,51+
ORD02637,CUST2898,REST148,RID1582,2025-04-06,19:57:00,Pune,Restaurant 17,Chinese,Cancelled,UPI,50,Female,5.7,24,Medium,Clear,429.53,21.48,20,20.4,448.45,81.88,5.0,Good,FOOD10,,4,Paid,Yes,Yes,iOS,4.7,4.4,15,Express,Regular,No,Quality,10,19:57,Apr,6,Sunday,19,Evening,112.1125,18.26,9,Slight Delay,Low Revenue,36-50
ORD02638,CUST5275,REST131,RID1067,2025-07-20,17:49:00,Thane,Restaurant 57,Biryani,Delivered,Credit Card,26,Female,6.3,23,Low,Rain,533.18,26.66,50,25.33,581.85,90.5,5.0,Poor,SAVE100,,4,Paid,No,Yes,iOS,3.7,4.2,11,Express,Regular,No,,50,17:49,Jul,20,Sunday,17,Evening,145.4625,15.55,12,Slight Delay,Mid Revenue,26-35
ORD02639,CUST4079,REST136,RID1766,2025-04-20,14:26:00,Hyderabad,Restaurant 2,Chinese,Delivered,Wallet,21,Female,15.0,30,High,Cloudy,363.39,36.34,20,16.35,363.4,57.85,,,SAVE100,,5,Paid,No,Yes,iOS,4.6,4.2,27,Express,Regular,Yes,,10,14:26,Apr,20,Sunday,14,Afternoon,72.67999999999999,15.92,3,On Time,Low Revenue,18-25
ORD02640,CUST4088,REST104,RID1579,2025-10-07,21:54:00,Bengaluru,Restaurant 63,Chinese,Delivered,Debit Card,37,Male,6.6,20,Medium,Clear,889.91,88.99,50,40.05,890.97,181.54,4.0,Average,SAVE100,,5,Paid,Yes,No,Android,4.5,4.6,11,Express,Premium,No,,20,21:54,Oct,7,Tuesday,21,Night,178.19400000000002,20.38,9,Slight Delay,High Revenue,36-50
ORD02641,CUST9107,REST177,RID1018,2025-07-24,13:53:00,Bengaluru,Restaurant 32,Chinese,Delivered,UPI,45,Female,2.7,31,High,Cloudy,873.4,43.67,40,41.49,911.22,260.8,5.0,Excellent,FOOD10,,4,Paid,Yes,No,Android,4.0,4.3,14,Standard,Regular,Yes,,50,13:53,Jul,24,Thursday,13,Afternoon,227.805,28.62,17,High Delay,High Revenue,36-50
ORD02642,CUST9017,REST169,RID1029,2025-10-27,09:28:00,Bengaluru,Restaurant 64,North Indian,Delivered,Credit Card,18,Female,13.4,59,High,Rain,797.61,0.0,30,39.88,867.49,234.61,1.0,Poor,,,2,Paid,No,No,Android,4.4,4.1,29,Express,Regular,No,,10,09:28,Oct,27,Monday,9,Morning,433.745,27.04,30,High Delay,High Revenue,18-25
ORD02643,CUST4373,REST115,RID1466,2025-07-22,22:07:00,Mumbai,Restaurant 35,Burger,Delivered,Cash,33,Male,2.6,50,Medium,Cloudy,210.16,31.52,40,8.93,227.57,43.92,4.0,Average,FOOD10,,6,Paid,No,No,Android,3.7,4.8,27,Standard,Regular,Yes,,10,22:07,Jul,22,Tuesday,22,Night,37.928333333333335,19.3,23,High Delay,Low Revenue,26-35
ORD02644,CUST9656,REST106,RID1261,2025-11-24,17:37:00,Hyderabad,Restaurant 97,Desserts,Delivered,Wallet,18,Female,8.2,54,Low,Rain,937.35,93.74,50,42.18,935.79,157.88,2.0,Excellent,SAVE100,,6,Paid,No,No,Android,4.8,5.0,12,Express,Premium,No,,50,17:37,Nov,24,Monday,17,Evening,155.965,16.87,42,High Delay,High Revenue,18-25
ORD02645,CUST5499,REST109,RID1653,2025-10-09,15:43:00,Mumbai,Restaurant 37,South Indian,Refunded,Wallet,24,Female,12.8,45,Low,Clear,564.25,0.0,20,28.21,612.46,110.73,4.0,Poor,,Wrong Item,6,Refunded,No,No,iOS,3.6,4.2,26,Express,Premium,No,Wrong Item,0,15:43,Oct,9,Thursday,15,Afternoon,102.07666666666667,18.08,19,High Delay,Mid Revenue,18-25
ORD02646,CUST4773,REST138,RID1521,2025-11-14,16:23:00,Hyderabad,Restaurant 39,Chinese,Delivered,Cash,57,Female,12.6,44,Low,Clear,743.68,0.0,20,37.18,800.86,189.11,5.0,Good,,,5,Paid,No,No,Android,4.5,4.5,19,Standard,New,No,,20,16:23,Nov,14,Friday,16,Afternoon,160.172,23.61,25,High Delay,Mid Revenue,51+
ORD02647,CUST1355,REST196,RID1671,2025-12-13,11:05:00,Thane,Restaurant 81,Desserts,Delivered,Debit Card,35,Male,1.3,46,Medium,Rain,1265.83,126.58,40,56.96,1236.21,317.67,3.0,Poor,SAVE100,,5,Paid,No,Yes,Android,4.7,4.8,40,Standard,Premium,No,,20,11:05,Dec,13,Saturday,11,Morning,247.24200000000002,25.7,6,Slight Delay,Top Revenue,26-35
ORD02648,CUST2003,REST178,RID1110,2025-11-11,15:47:00,Pune,Restaurant 82,Biryani,Delivered,UPI,35,Male,6.1,73,Low,Cloudy,750.1,37.51,50,35.63,798.22,147.07,5.0,Excellent,FOOD10,,5,Paid,No,No,iOS,4.6,4.7,14,Express,Regular,No,,0,15:47,Nov,11,Tuesday,15,Afternoon,159.644,18.42,59,High Delay,Mid Revenue,26-35
ORD02649,CUST3087,REST180,RID1032,2025-08-06,11:32:00,Mumbai,Restaurant 24,Pizza,Delivered,Debit Card,60,Male,5.1,58,High,Rain,496.85,0.0,30,24.84,551.69,142.19,5.0,Excellent,,,5,Paid,No,No,Android,4.3,4.5,27,Express,Premium,No,,20,11:32,Aug,6,Wednesday,11,Morning,110.33800000000001,25.77,31,High Delay,Mid Revenue,51+
ORD02650,CUST1869,REST170,RID1841,2025-08-23,18:51:00,Pune,Restaurant 29,North Indian,Delivered,Wallet,44,Female,6.8,74,Low,Cloudy,1183.14,177.47,50,50.28,1105.95,300.51,,,SAVE100,,1,Paid,No,Yes,iOS,3.9,4.4,16,Express,Premium,No,,30,18:51,Aug,23,Saturday,18,Evening,1105.95,27.17,58,High Delay,High Revenue,36-50
ORD02651,CUST2300,REST137,RID1105,2025-10-23,12:08:00,Thane,Restaurant 8,Desserts,Delivered,UPI,51,Female,1.4,24,Low,Clear,901.7,45.09,50,42.83,949.44,156.81,5.0,Poor,SAVE100,,1,Paid,Yes,No,Android,3.6,4.8,14,Express,Premium,Yes,,20,12:08,Oct,23,Thursday,12,Afternoon,949.44,16.52,10,Slight Delay,High Revenue,51+
ORD02652,CUST9423,REST125,RID1425,2025-05-11,11:24:00,Navi Mumbai,Restaurant 5,North Indian,Cancelled,Credit Card,49,Female,2.8,42,High,Cloudy,1405.78,140.58,50,63.26,1378.46,337.38,,,SAVE100,,3,Paid,No,Yes,iOS,4.6,4.2,11,Standard,Regular,No,Late,10,11:24,May,11,Sunday,11,Morning,459.4866666666667,24.48,31,High Delay,Top Revenue,36-50
ORD02653,CUST3879,REST142,RID1905,2025-01-02,13:43:00,Hyderabad,Restaurant 56,South Indian,Delivered,Wallet,60,Male,10.7,72,Medium,Rain,829.75,0.0,30,41.49,901.24,229.18,1.0,Good,,,6,Paid,Yes,No,Android,3.8,4.0,15,Express,Premium,No,,20,13:43,Jan,2,Thursday,13,Afternoon,150.20666666666668,25.43,57,High Delay,High Revenue,51+
ORD02654,CUST7788,REST151,RID1175,2025-11-17,16:53:00,Hyderabad,Restaurant 67,Pizza,Delivered,Wallet,58,Male,6.8,54,Low,Rain,749.46,37.47,50,35.6,797.59,192.83,,,WELCOME50,,2,Paid,No,No,Android,4.7,4.9,34,Standard,Premium,No,,0,16:53,Nov,17,Monday,16,Afternoon,398.795,24.18,20,High Delay,Mid Revenue,51+
ORD02655,CUST6547,REST181,RID1800,2025-03-07,15:52:00,Thane,Restaurant 79,Desserts,Delivered,UPI,42,Female,4.4,34,Low,Rain,1008.29,100.83,50,45.37,1002.83,192.95,4.0,Average,WELCOME50,,2,Paid,No,No,iOS,4.7,4.5,21,Express,Regular,No,,0,15:52,Mar,7,Friday,15,Afternoon,501.415,19.24,13,Slight Delay,High Revenue,36-50
ORD02656,CUST5155,REST173,RID1026,2025-10-15,23:36:00,Navi Mumbai,Restaurant 92,South Indian,Delivered,Debit Card,34,Female,10.6,17,High,Cloudy,961.11,96.11,50,43.25,958.25,164.42,4.0,Average,SAVE100,,5,Paid,No,No,Android,4.8,4.3,10,Standard,New,No,,0,23:36,Oct,15,Wednesday,23,Night,191.65,17.16,7,Slight Delay,High Revenue,26-35
ORD02657,CUST8598,REST173,RID1783,2025-04-17,20:24:00,Thane,Restaurant 15,Desserts,Delivered,UPI,23,Female,2.1,28,High,Cloudy,1126.82,0.0,30,56.34,1213.16,190.7,4.0,Excellent,,,2,Paid,Yes,No,Android,4.4,4.2,34,Standard,Premium,Yes,,50,20:24,Apr,17,Thursday,20,Evening,606.58,15.72,-6,On Time,Top Revenue,18-25
ORD02658,CUST4650,REST135,RID1522,2025-06-20,12:57:00,Hyderabad,Restaurant 73,Biryani,Delivered,Debit Card,25,Female,7.2,63,High,Rain,324.72,0.0,50,16.24,390.96,88.37,4.0,Poor,,,5,Paid,Yes,No,Android,3.8,4.5,14,Standard,Regular,No,,10,12:57,Jun,20,Friday,12,Afternoon,78.192,22.6,49,High Delay,Low Revenue,18-25
ORD02659,CUST1949,REST110,RID1239,2025-03-31,16:05:00,Pune,Restaurant 95,Chinese,Delivered,UPI,37,Female,14.1,68,Low,Clear,1248.18,124.82,50,56.17,1229.53,364.8,,,SAVE100,,2,Paid,No,No,Android,4.6,4.6,16,Express,New,No,,20,16:05,Mar,31,Monday,16,Afternoon,614.765,29.67,52,High Delay,Top Revenue,36-50
ORD02660,CUST3223,REST199,RID1369,2025-02-26,10:09:00,Bengaluru,Restaurant 27,Pizza,Refunded,UPI,40,Male,4.1,54,High,Rain,382.56,0.0,30,19.13,431.69,115.34,1.0,Average,,Wrong Item,3,Refunded,No,No,iOS,4.3,4.5,29,Standard,Regular,No,Wrong Item,20,10:09,Feb,26,Wednesday,10,Morning,143.89666666666668,26.72,25,High Delay,Low Revenue,36-50
ORD02661,CUST4495,REST183,RID1621,2025-03-07,22:42:00,Hyderabad,Restaurant 77,Desserts,Delivered,Debit Card,43,Male,7.9,25,Medium,Clear,1030.59,103.06,30,46.38,1003.91,222.4,2.0,Excellent,WELCOME50,,4,Paid,No,No,Android,4.5,4.2,38,Express,Regular,No,,30,22:42,Mar,7,Friday,22,Night,250.9775,22.15,-13,On Time,High Revenue,36-50
ORD02662,CUST2798,REST119,RID1712,2025-01-08,20:37:00,Pune,Restaurant 42,Burger,Refunded,Cash,35,Male,12.5,48,High,Rain,338.6,16.93,40,16.08,377.75,102.48,2.0,Poor,SAVE100,Wrong Item,5,Refunded,Yes,No,iOS,4.5,4.3,28,Express,Premium,No,Quality,30,20:37,Jan,8,Wednesday,20,Evening,75.55,27.13,20,High Delay,Low Revenue,26-35
ORD02663,CUST1581,REST171,RID1514,2025-08-03,19:06:00,Navi Mumbai,Restaurant 60,South Indian,Delivered,UPI,44,Male,15.0,19,Medium,Clear,1395.27,69.76,20,66.28,1411.79,281.77,5.0,Poor,SAVE100,,5,Paid,Yes,Yes,Android,4.9,4.4,31,Standard,Regular,No,,50,19:06,Aug,3,Sunday,19,Evening,282.358,19.96,-12,On Time,Top Revenue,36-50
ORD02664,CUST6677,REST171,RID1569,2025-12-13,09:14:00,Navi Mumbai,Restaurant 78,Burger,Delivered,Debit Card,21,Male,10.3,72,Medium,Cloudy,1141.0,171.15,20,48.49,1038.34,184.5,3.0,Poor,FOOD10,,5,Paid,No,Yes,iOS,3.6,4.5,16,Express,Premium,No,,30,09:14,Dec,13,Saturday,9,Morning,207.66799999999998,17.77,56,High Delay,High Revenue,18-25
ORD02665,CUST2279,REST114,RID1147,2025-04-08,12:32:00,Bengaluru,Restaurant 66,Burger,Delivered,Cash,25,Male,2.0,47,Low,Clear,820.4,123.06,50,34.87,782.21,224.2,4.0,Good,SAVE100,,4,Paid,Yes,No,Android,4.8,4.7,28,Standard,Premium,No,,50,12:32,Apr,8,Tuesday,12,Afternoon,195.5525,28.66,19,High Delay,Mid Revenue,18-25
ORD02666,CUST2194,REST120,RID1561,2025-02-25,12:09:00,Hyderabad,Restaurant 72,Biryani,Delivered,Credit Card,47,Male,1.6,18,Low,Clear,569.27,28.46,50,27.04,617.85,117.31,4.0,Average,FOOD10,,4,Paid,Yes,No,Android,4.4,3.9,35,Standard,Premium,No,,0,12:09,Feb,25,Tuesday,12,Afternoon,154.4625,18.99,-17,On Time,Mid Revenue,36-50
ORD02667,CUST2946,REST152,RID1519,2025-04-07,13:26:00,Mumbai,Restaurant 73,North Indian,Delivered,Debit Card,22,Female,14.7,54,High,Cloudy,1192.47,0.0,20,59.62,1272.09,353.6,3.0,Poor,,,5,Paid,Yes,No,Android,4.9,4.0,24,Express,Premium,No,,30,13:26,Apr,7,Monday,13,Afternoon,254.41799999999998,27.8,30,High Delay,Top Revenue,18-25
ORD02668,CUST3092,REST148,RID1827,2025-05-14,23:49:00,Mumbai,Restaurant 87,Burger,Delivered,Cash,37,Male,1.9,37,High,Clear,491.98,49.2,40,22.14,504.92,150.26,1.0,Excellent,SAVE100,,3,Paid,No,No,Android,4.8,5.0,39,Express,Regular,No,,50,23:49,May,14,Wednesday,23,Night,168.30666666666667,29.76,-2,On Time,Low Revenue,36-50
ORD02669,CUST1215,REST103,RID1565,2025-05-18,10:22:00,Pune,Restaurant 95,North Indian,Delivered,Cash,53,Female,14.7,25,Low,Rain,1154.49,0.0,50,57.72,1262.21,275.21,5.0,Good,,,2,Paid,No,Yes,Android,4.7,4.7,19,Standard,Premium,No,,20,10:22,May,18,Sunday,10,Morning,631.105,21.8,6,Slight Delay,Top Revenue,51+
ORD02670,CUST6523,REST160,RID1194,2025-08-14,21:37:00,Thane,Restaurant 10,North Indian,Delivered,Wallet,43,Male,11.1,33,Low,Rain,680.41,0.0,30,34.02,744.43,181.93,5.0,Excellent,,,3,Paid,Yes,No,Android,3.5,4.2,21,Standard,Regular,No,,10,21:37,Aug,14,Thursday,21,Night,248.14333333333332,24.44,12,Slight Delay,Mid Revenue,36-50
ORD02671,CUST8149,REST149,RID1651,2025-02-06,12:12:00,Hyderabad,Restaurant 79,Biryani,Delivered,Wallet,56,Female,2.2,50,Medium,Rain,1328.09,132.81,50,59.76,1305.04,228.91,1.0,Poor,SAVE100,,3,Paid,Yes,No,Android,4.5,4.5,36,Standard,Premium,No,,30,12:12,Feb,6,Thursday,12,Afternoon,435.0133333333333,17.54,14,Slight Delay,Top Revenue,51+
ORD02672,CUST9419,REST127,RID1762,2025-11-03,15:16:00,Hyderabad,Restaurant 39,Desserts,Delivered,Credit Card,44,Male,13.9,52,Medium,Rain,1067.53,160.13,30,45.37,982.77,195.8,4.0,Poor,SAVE100,,6,Paid,No,No,iOS,4.4,4.0,19,Standard,Premium,No,,0,15:16,Nov,3,Monday,15,Afternoon,163.795,19.92,33,High Delay,High Revenue,36-50
ORD02673,CUST5841,REST159,RID1993,2025-09-16,23:26:00,Navi Mumbai,Restaurant 69,South Indian,Delivered,UPI,27,Male,9.7,63,Low,Cloudy,261.67,0.0,40,13.08,314.75,79.82,1.0,Poor,,,3,Paid,No,No,Android,4.4,4.7,36,Standard,Premium,No,,50,23:26,Sep,16,Tuesday,23,Night,104.91666666666667,25.36,27,High Delay,Low Revenue,26-35
ORD02674,CUST1865,REST167,RID1758,2025-07-02,21:43:00,Hyderabad,Restaurant 40,Biryani,Delivered,Cash,53,Male,12.4,66,Low,Clear,543.81,0.0,30,27.19,601.0,117.81,5.0,Excellent,,,5,Paid,Yes,No,iOS,4.0,4.1,11,Express,Regular,No,,20,21:43,Jul,2,Wednesday,21,Night,120.2,19.6,55,High Delay,Mid Revenue,51+
ORD02675,CUST7186,REST136,RID1394,2025-08-20,08:04:00,Thane,Restaurant 43,Desserts,Delivered,Wallet,41,Male,10.3,24,Low,Cloudy,1379.87,206.98,50,58.64,1281.53,319.1,2.0,Excellent,SAVE100,,5,Paid,No,No,iOS,4.5,4.4,31,Standard,Regular,No,,20,08:04,Aug,20,Wednesday,8,Morning,256.306,24.9,-7,On Time,Top Revenue,36-50
ORD02676,CUST2598,REST196,RID1032,2025-11-24,08:44:00,Thane,Restaurant 57,Pizza,Delivered,Credit Card,60,Female,1.8,19,High,Clear,1476.72,0.0,40,73.84,1590.56,413.57,1.0,Excellent,,,1,Paid,No,No,Android,3.7,4.8,38,Standard,New,No,,30,08:44,Nov,24,Monday,8,Morning,1590.56,26.0,-19,On Time,Top Revenue,51+
ORD02677,CUST1943,REST171,RID1118,2025-10-03,16:13:00,Mumbai,Restaurant 22,Pizza,Refunded,Debit Card,57,Male,8.1,70,Low,Clear,993.39,99.34,40,44.7,978.75,160.16,5.0,Average,SAVE100,Food Quality,4,Refunded,No,No,Android,4.9,4.4,21,Standard,Regular,No,Quality,20,16:13,Oct,3,Friday,16,Afternoon,244.6875,16.36,49,High Delay,High Revenue,51+
ORD02678,CUST3298,REST148,RID1348,2025-10-06,18:56:00,Navi Mumbai,Restaurant 94,South Indian,Refunded,UPI,53,Female,6.1,62,Low,Clear,659.0,98.85,50,28.01,638.16,144.38,2.0,Good,WELCOME50,Wrong Item,1,Refunded,No,No,iOS,4.5,4.2,37,Standard,New,No,Quality,10,18:56,Oct,6,Monday,18,Evening,638.16,22.62,25,High Delay,Mid Revenue,51+
ORD02679,CUST9442,REST184,RID1223,2025-12-21,09:56:00,Hyderabad,Restaurant 56,Chinese,Delivered,Debit Card,59,Female,13.5,50,Low,Rain,689.18,68.92,30,31.01,681.27,196.16,4.0,Poor,FOOD10,,2,Paid,No,Yes,iOS,4.7,4.6,14,Express,New,No,,20,09:56,Dec,21,Sunday,9,Morning,340.635,28.79,36,High Delay,Mid Revenue,51+
ORD02680,CUST3161,REST139,RID1624,2025-11-11,09:56:00,Bengaluru,Restaurant 69,South Indian,Delivered,Cash,56,Male,13.1,16,Medium,Cloudy,610.41,0.0,30,30.52,670.93,162.3,1.0,Poor,,,1,Paid,No,No,Android,3.9,3.8,12,Standard,Premium,No,,50,09:56,Nov,11,Tuesday,9,Morning,670.93,24.19,4,On Time,Mid Revenue,51+
ORD02681,CUST5174,REST167,RID1795,2025-05-01,12:39:00,Pune,Restaurant 34,South Indian,Delivered,Cash,22,Female,6.1,64,Medium,Clear,810.3,40.52,40,38.49,848.27,236.47,2.0,Excellent,SAVE100,,3,Paid,Yes,No,Android,4.3,4.5,12,Express,New,No,,0,12:39,May,1,Thursday,12,Afternoon,282.75666666666666,27.88,52,High Delay,Mid Revenue,18-25
ORD02682,CUST4058,REST123,RID1087,2025-12-29,08:08:00,Hyderabad,Restaurant 78,Burger,Delivered,Cash,28,Male,13.1,36,High,Clear,1082.52,0.0,20,54.13,1156.65,283.08,3.0,Poor,,,5,Paid,No,No,iOS,4.2,4.7,23,Standard,New,No,,10,08:08,Dec,29,Monday,8,Morning,231.33,24.47,13,Slight Delay,High Revenue,26-35
ORD02683,CUST7806,REST190,RID1775,2025-05-08,09:18:00,Thane,Restaurant 34,Desserts,Delivered,Cash,35,Female,8.8,50,Medium,Cloudy,1347.68,0.0,20,67.38,1435.06,336.96,2.0,Poor,,,6,Paid,No,No,iOS,4.2,4.7,19,Standard,Premium,Yes,,0,09:18,May,8,Thursday,9,Morning,239.17666666666665,23.48,31,High Delay,Top Revenue,26-35
ORD02684,CUST4243,REST128,RID1638,2025-07-09,21:42:00,Pune,Restaurant 80,Biryani,Delivered,UPI,42,Female,10.2,54,Medium,Clear,338.52,0.0,20,16.93,375.45,74.78,3.0,Poor,,,1,Paid,Yes,No,iOS,3.8,5.0,20,Express,Regular,No,,10,21:42,Jul,9,Wednesday,21,Night,375.45,19.92,34,High Delay,Low Revenue,36-50
ORD02685,CUST7381,REST177,RID1032,2025-03-10,16:17:00,Pune,Restaurant 65,Chinese,Delivered,Credit Card,38,Male,10.8,25,High,Rain,995.88,149.38,30,42.33,918.83,257.49,,,FOOD10,,3,Paid,No,No,Android,4.4,3.9,26,Standard,Regular,No,,0,16:17,Mar,10,Monday,16,Afternoon,306.2766666666667,28.02,-1,On Time,High Revenue,36-50
ORD02686,CUST7594,REST120,RID1714,2025-05-16,13:27:00,Pune,Restaurant 71,Chinese,Delivered,Debit Card,42,Female,10.6,58,Low,Clear,780.37,39.02,30,37.07,808.42,139.35,2.0,Poor,SAVE100,,3,Paid,Yes,No,Android,4.0,4.7,21,Standard,New,No,,20,13:27,May,16,Friday,13,Afternoon,269.4733333333333,17.24,37,High Delay,Mid Revenue,36-50
ORD02687,CUST3724,REST147,RID1395,2025-08-30,13:02:00,Mumbai,Restaurant 95,Chinese,Delivered,UPI,40,Female,8.0,55,Low,Clear,1338.92,66.95,30,63.6,1365.57,299.56,,,SAVE100,,6,Paid,Yes,Yes,Android,4.2,4.9,13,Express,Premium,No,,20,13:02,Aug,30,Saturday,13,Afternoon,227.595,21.94,42,High Delay,Top Revenue,36-50
ORD02688,CUST1856,REST125,RID1238,2025-08-24,19:20:00,Pune,Restaurant 61,North Indian,Delivered,Wallet,25,Female,14.2,67,Low,Cloudy,641.88,64.19,20,28.88,626.57,176.11,,,FOOD10,,5,Paid,Yes,Yes,Android,4.9,4.4,25,Express,Premium,No,,50,19:20,Aug,24,Sunday,19,Evening,125.31400000000001,28.11,42,High Delay,Mid Revenue,18-25
ORD02689,CUST8567,REST174,RID1388,2025-05-21,08:05:00,Hyderabad,Restaurant 86,Burger,Delivered,Wallet,29,Female,4.2,68,Medium,Rain,307.78,30.78,30,13.85,320.85,58.29,2.0,Excellent,WELCOME50,,2,Paid,No,No,iOS,4.6,4.4,17,Express,New,No,,50,08:05,May,21,Wednesday,8,Morning,160.425,18.17,51,High Delay,Low Revenue,26-35
ORD02690,CUST3608,REST152,RID1661,2025-07-26,10:02:00,Pune,Restaurant 30,Chinese,Delivered,Credit Card,29,Male,4.6,68,Medium,Rain,739.9,0.0,30,36.99,806.89,230.85,,,,,3,Paid,No,Yes,Android,4.8,4.4,15,Standard,Premium,No,,10,10:02,Jul,26,Saturday,10,Morning,268.9633333333333,28.61,53,High Delay,Mid Revenue,26-35
